,logFC,logCPM,F,PValue,FDR
WBGene00014213,0.77338012,6.37818854,88.82060423,7.49874738820937e-12,7.20337370467935e-11
WBGene00020171,-0.909793943,5.765330812,88.73374561,7.60406626943008e-12,7.29484109287853e-11
WBGene00021932,-0.945487542,4.33797502,88.73505707,7.60449793395654e-12,7.29484109287853e-11
WBGene00022347,-0.572131874,6.580631753,88.70602432,7.63792820393824e-12,7.32183954885484e-11
WBGene00019994,-0.777838373,6.739252257,88.69003252,7.65756461895878e-12,7.33558679818928e-11
WBGene00001999,-0.704320574,8.741542201,88.61240056,7.75364650869707e-12,7.41934487088883e-11
WBGene00010923,-0.479555357,6.917499864,88.61075601,7.75571135796061e-12,7.41934487088883e-11
WBGene00001487,3.577789675,0.066068893,89.61114535,7.79206722707123e-12,7.44897965696278e-11
WBGene00012648,-1.681760708,8.018578993,88.56064451,7.81842276330534e-12,7.46443969296626e-11
WBGene00012999,-0.7742448,7.077203597,88.56017891,7.81901674450913e-12,7.46443969296626e-11
WBGene00004700,-0.738345173,8.26945779,88.52791278,7.8596759387014e-12,7.49808754152148e-11
WBGene00022146,-2.334828332,6.144226609,88.48847615,7.90994333997536e-12,7.54084894324423e-11
WBGene00009980,-2.242673272,4.486897638,88.43916934,7.974729520449e-12,7.59738330930258e-11
WBGene00000206,-0.810673922,5.218856435,88.38964268,8.03671818183252e-12,7.65117664981059e-11
WBGene00011726,1.585802397,3.364721309,88.37516306,8.06091598710036e-12,7.66894287454081e-11
WBGene00003788,-0.748761256,5.729458961,88.34647605,8.09263253868763e-12,7.69383293932059e-11
WBGene00003684,1.237147534,2.623300378,88.25601399,8.22330969667959e-12,7.81270822485636e-11
WBGene00008639,-0.923402095,4.434330999,88.23861358,8.23626080213385e-12,7.81964939212872e-11
WBGene00007749,1.387679155,3.203117386,88.21821071,8.26784960333558e-12,7.84426388393181e-11
WBGene00020107,-0.942016207,7.45400444,88.20192631,8.28324483518431e-12,7.85349127015558e-11
WBGene00009532,2.326365551,6.191802757,88.19292709,8.29534715779764e-12,7.85958610327038e-11
WBGene00023489,-1.495973824,2.933086585,88.15793731,8.35140487379093e-12,7.90729052028379e-11
WBGene00013996,2.396849699,3.159954547,88.126725,8.39287298081525e-12,7.94112544605552e-11
WBGene00002113,0.653300624,5.300812797,88.1123276,8.40397728985687e-12,7.94620432894863e-11
WBGene00003700,1.560539091,2.963871511,87.98100018,8.59266794779296e-12,8.11907478941528e-11
WBGene00017811,0.795570373,4.791482586,87.89956931,8.69826481462476e-12,8.21324909421828e-11
WBGene00007626,-0.68410216,5.278427447,87.86665974,8.74409164115966e-12,8.25089628156292e-11
WBGene00000039,-3.481762063,6.286598368,87.74330283,8.92056362035349e-12,8.41168463370568e-11
WBGene00016438,0.811918772,4.305536855,87.72503944,8.94881405889315e-12,8.43258315263864e-11
WBGene00005000,1.138551689,3.144968947,87.72317515,8.95624213581663e-12,8.43384541572617e-11
WBGene00013738,-0.623380695,5.564763513,87.6520018,9.05302186432745e-12,8.51918878156684e-11
WBGene00008317,0.973749979,4.817922478,87.52235399,9.2458325505151e-12,8.69472318328141e-11
WBGene00020740,1.113882473,4.033298795,87.45554672,9.34892067701389e-12,8.7857021179102e-11
WBGene00006220,1.449678887,4.033703338,87.42128762,9.40114920956786e-12,8.8287944983684e-11
WBGene00004706,-0.673263925,6.687566484,87.29423922,9.59361118224839e-12,9.00343510138921e-11
WBGene00020016,3.011016047,2.590869051,87.3347065,9.6053828946293e-12,9.00837940801659e-11
WBGene00003681,-1.689776581,5.14418673,87.18782874,9.761682992704e-12,9.14300830956846e-11
WBGene00006392,0.815060616,3.964770251,87.18915727,9.76213491903822e-12,9.14300830956846e-11
WBGene00018572,-3.137885888,6.093849054,87.16938083,9.79064553475054e-12,9.16351499644355e-11
WBGene00017238,-0.80341474,5.423227484,87.16311262,9.8003172897009e-12,9.16637374050891e-11
WBGene00020031,0.971472092,6.452707716,87.1462263,9.82712547055678e-12,9.18524575021272e-11
WBGene00003791,-0.703685379,5.837693192,87.10239147,9.8974692624995e-12,9.24410605386628e-11
WBGene00003806,-0.685551753,5.932499292,87.0986718,9.90344598898177e-12,9.24410605386628e-11
WBGene00018750,2.153105665,3.16465966,87.10072759,9.91032665288913e-12,9.24429931284984e-11
WBGene00013515,1.432707089,7.311275215,87.07494444,9.94166886956697e-12,9.26729456132178e-11
WBGene00022458,-0.684410429,6.137121504,87.06534145,9.95725842534925e-12,9.27558464747396e-11
WBGene00004754,-1.072925041,7.643670042,87.02994717,1.00147061875776e-11,9.32282998053258e-11
WBGene00002010,-0.636437812,9.424134697,86.90145964,1.02263868826499e-11,9.51349302205954e-11
WBGene00012896,-0.550984748,8.324683111,86.8704297,1.02782124548942e-11,9.55528851846942e-11
WBGene00016958,1.866204212,3.566967331,86.85361077,1.03124521816392e-11,9.5806899812251e-11
WBGene00017988,-0.65054113,6.696711645,86.82521901,1.03542394024823e-11,9.61306462487836e-11
WBGene00017201,-1.816472106,4.846164,86.80166597,1.03952131354352e-11,9.63547616173732e-11
WBGene00003927,-0.806467695,7.129434253,86.79873331,1.03990231821903e-11,9.63547616173732e-11
WBGene00020748,2.962469554,-0.241953358,87.63325068,1.03992469403677e-11,9.63547616173732e-11
WBGene00044206,3.13796253,2.707202645,86.8202817,1.04179334018614e-11,9.64633779963796e-11
WBGene00013268,-0.850787807,4.485588209,86.7720345,1.0446284500459e-11,9.66612778225506e-11
WBGene00020102,-0.711442908,7.539701184,86.75093457,1.04803745489769e-11,9.69119814769215e-11
WBGene00018803,3.12655612,5.470734039,86.72521182,1.05256064121432e-11,9.72653102208189e-11
WBGene00018590,0.795529436,5.265157991,86.70304616,1.05627790473357e-11,9.75437435757963e-11
WBGene00003476,0.872854328,7.447218738,86.6711779,1.06176212698643e-11,9.79848699734583e-11
WBGene00017419,-0.638424063,7.942977303,86.64157569,1.06690331314403e-11,9.83937729272373e-11
WBGene00000816,-0.565495581,5.401669429,86.59481536,1.07509684712335e-11,9.90540564308366e-11
WBGene00001790,-1.329728672,5.403236858,86.59269883,1.0754930758878e-11,9.90540564308366e-11
WBGene00050939,-3.862786254,3.374471069,86.56544812,1.08355095428039e-11,9.97298858384847e-11
WBGene00012140,2.091635657,7.322750999,86.53057626,1.08641852608414e-11,9.99274198095454e-11
WBGene00000387,-1.002399318,5.131246145,86.49654526,1.09253012016855e-11,1.00397355077083e-10
WBGene00284848,3.668853554,0.615702192,87.25901158,1.09297727011436e-11,1.00397355077083e-10
WBGene00003804,-0.659374715,5.69296993,86.4798173,1.09547739250053e-11,1.00560323664131e-10
WBGene00019259,-0.58458327,7.078591594,86.4368297,1.10319070542384e-11,1.01201308950536e-10
WBGene00012658,-0.986924092,4.500972557,86.41456741,1.10742438392627e-11,1.01522452456299e-10
WBGene00010470,1.827609201,6.199097272,86.31293347,1.12590858928228e-11,1.03148715467845e-10
WBGene00014233,1.136526861,4.180781836,86.29617828,1.1292066880942e-11,1.0338249202565e-10
WBGene00015702,-0.98533617,5.233318929,86.21798287,1.14345723502715e-11,1.04557589623855e-10
WBGene00012676,-0.923221908,6.31286838,86.21725118,1.14355146029556e-11,1.04557589623855e-10
WBGene00011288,2.390708241,1.800944927,86.27126295,1.14717699192898e-11,1.04819892428762e-10
WBGene00012907,1.083235426,6.930452389,86.12926841,1.16015030494012e-11,1.05935412155772e-10
WBGene00022445,1.504638396,2.265661021,86.08478012,1.17144588439049e-11,1.06896366209335e-10
WBGene00006833,0.592043139,8.390910101,86.06463108,1.17250583343181e-11,1.06922651775493e-10
WBGene00010905,-0.899793942,5.520883022,86.00719921,1.18362040351376e-11,1.0786519624653e-10
WBGene00003797,-0.892425244,6.543190543,85.92944513,1.19880431806835e-11,1.09177103312839e-10
WBGene00000509,0.780179398,5.066381458,85.86878858,1.21083242044293e-11,1.10200070223229e-10
WBGene00019760,-1.327192458,8.48179059,85.85931458,1.21268386320338e-11,1.1029610553574e-10
WBGene00001037,-0.576353392,8.530031501,85.80340791,1.223872281838e-11,1.11240674855774e-10
WBGene00018413,1.707453594,2.290953465,85.80055718,1.2275227100916e-11,1.1149930872255e-10
WBGene00016269,1.353768745,4.344128122,85.77096694,1.23076803108214e-11,1.11720830711336e-10
WBGene00001816,-0.962455595,5.008184999,85.7625149,1.23218704017441e-11,1.11776390834944e-10
WBGene00015181,-0.559637548,7.370786517,85.7533571,1.2339818204719e-11,1.1186594356791e-10
WBGene00017447,-0.57357028,5.795491642,85.71345596,1.2421141156628e-11,1.12529527339183e-10
WBGene00000993,0.925886762,5.023646112,85.6675529,1.25155881699093e-11,1.13257889660334e-10
WBGene00000198,-0.834389259,8.384671783,85.66621823,1.25178912120973e-11,1.13257889660334e-10
WBGene00016446,-0.770089848,4.623732409,85.65652207,1.25393497881124e-11,1.13312355669109e-10
WBGene00004315,-0.888777849,6.878629781,85.65537189,1.25402715305186e-11,1.13312355669109e-10
WBGene00011524,-1.487516902,3.340548052,85.62675999,1.2608541654613e-11,1.13854966753389e-10
WBGene00010290,0.846050903,5.756733399,85.55466923,1.27499402893087e-11,1.15056790154725e-10
WBGene00002047,-1.121924326,5.725055917,85.54567866,1.27688413449335e-11,1.15152337441419e-10
WBGene00021270,-1.258168141,5.698273602,85.53043086,1.28009545311405e-11,1.15366832898736e-10
WBGene00008122,-1.416816502,2.850235413,85.45846897,1.29685630507338e-11,1.1680138841272e-10
WBGene00044977,2.00475676,1.436046258,85.43621409,1.31020105827516e-11,1.17926608571979e-10
WBGene00004221,1.449503737,3.60440651,85.38198368,1.31245505662973e-11,1.18052775613215e-10
WBGene00015660,1.965996445,4.415860538,85.3453961,1.32014263840334e-11,1.18667201993271e-10
WBGene00043097,1.498192401,7.307535271,85.31548065,1.32624198091513e-11,1.19015166476153e-10
WBGene00003680,1.490659157,3.941101679,85.31711489,1.32637784947937e-11,1.19015166476153e-10
WBGene00020014,3.165300924,1.210795026,85.42934952,1.32659122898629e-11,1.19015166476153e-10
WBGene00009207,-0.754257735,5.26983255,85.26746797,1.33681475484056e-11,1.19854744233343e-10
WBGene00013083,-1.315882228,4.350326327,85.26447475,1.33780101823678e-11,1.19865586705148e-10
WBGene00021292,-0.779741012,8.13073908,85.25296343,1.33999066650959e-11,1.19984167501557e-10
WBGene00013636,1.632488059,4.489562776,85.16821738,1.35923123134925e-11,1.21628365740632e-10
WBGene00020511,-0.409833616,7.576040415,85.08758688,1.3770921478422e-11,1.23147065409362e-10
WBGene00000966,1.713309204,4.030817198,85.05323286,1.38549774330316e-11,1.23751194996992e-10
WBGene00022301,-0.514444207,6.340055505,85.05019385,1.38563459024209e-11,1.23751194996992e-10
WBGene00015104,-0.769902237,5.38298954,85.02747467,1.39086756995144e-11,1.24138515328398e-10
WBGene00009925,-0.904057447,5.516208682,84.86156835,1.42956968602166e-11,1.27510620030728e-10
WBGene00021400,0.92163124,3.56472453,84.67555512,1.47502090533161e-11,1.31479984431489e-10
WBGene00018339,-0.469947625,7.511732279,84.63958881,1.48311035327876e-11,1.32092493276394e-10
WBGene00015268,-2.645829497,4.551557394,84.63835657,1.48379959239149e-11,1.32092493276394e-10
WBGene00013872,-1.382383661,3.664832901,84.6314401,1.48583056663082e-11,1.32188343024856e-10
WBGene00011554,2.241290286,0.692232457,84.85079517,1.4900856262269e-11,1.32481810619352e-10
WBGene00007881,1.144527498,4.224324679,84.57913902,1.49847982873089e-11,1.33142672146121e-10
WBGene00021952,-0.450750199,9.229601049,84.52433342,1.5117453248992e-11,1.34235232310922e-10
WBGene00003751,0.859933145,5.930245464,84.4979908,1.51838464523747e-11,1.34738399140483e-10
WBGene00045078,-1.53496768,3.310483608,84.49477178,1.52024814691425e-11,1.34817396485635e-10
WBGene00016456,0.762884655,5.681876796,84.46006989,1.52798184222135e-11,1.35416535370762e-10
WBGene00017686,-0.429940839,7.286430147,84.44652191,1.53140742841301e-11,1.35633348455096e-10
WBGene00003792,-0.48950516,7.085957129,84.42546403,1.53677461649604e-11,1.36021737940595e-10
WBGene00002100,0.971997093,5.329408298,84.41520518,1.53942559709102e-11,1.36169370184577e-10
WBGene00011306,-0.704864759,5.182730388,84.40276292,1.54262280427456e-11,1.36365099456357e-10
WBGene00016015,-0.386758701,6.705004047,84.38734272,1.5465417493597e-11,1.3659330177706e-10
WBGene00000802,-0.459879582,11.82256358,84.38485716,1.54717651233185e-11,1.3659330177706e-10
WBGene00021784,-0.679897394,6.393404326,84.27696494,1.57518820062952e-11,1.38977751306498e-10
WBGene00015202,2.682073189,1.068491658,84.46354921,1.5779550473214e-11,1.39133248348161e-10
WBGene00021004,-0.614854626,7.277313446,84.21695338,1.5909897457933e-11,1.40193320348148e-10
WBGene00000138,0.835329918,4.377781784,84.1745465,1.60266716501147e-11,1.41132521104507e-10
WBGene00007875,-1.736800979,5.433984046,84.05149558,1.63560637024799e-11,1.43941673701875e-10
WBGene00003685,0.812616017,3.967993199,83.99993427,1.65009703976128e-11,1.45124725046179e-10
WBGene00016147,2.442032908,2.120974215,83.98905013,1.65900694496888e-11,1.45815762701199e-10
WBGene00022734,-0.699856795,6.351364084,83.88907581,1.68034167205268e-11,1.47516316261541e-10
WBGene00004135,1.195962968,5.496579479,83.88864194,1.68048474632336e-11,1.47516316261541e-10
WBGene00003915,-1.21510614,8.382399895,83.88413571,1.6817202164508e-11,1.47531275733227e-10
WBGene00013530,-0.583696472,5.38245945,83.778155,1.71176797172831e-11,1.50072214837852e-10
WBGene00016283,1.094275444,4.459297549,83.77015935,1.71443266619336e-11,1.50210760860913e-10
WBGene00015294,1.174094617,3.016396522,83.75960612,1.71852240420825e-11,1.50473908616262e-10
WBGene00018112,2.158581261,1.343843004,83.77537424,1.72960281794296e-11,1.51348441150637e-10
WBGene00004408,-0.391488303,12.63520983,83.65624654,1.74696425211269e-11,1.52771141542077e-10
WBGene00019946,0.573288653,6.320809398,83.59931626,1.76368249594521e-11,1.54135835544688e-10
WBGene00006629,1.439908757,2.120271466,83.47975122,1.80413215086308e-11,1.57571491511698e-10
WBGene00021348,-0.956257355,6.382386546,83.43337327,1.81335246246215e-11,1.58276989981259e-10
WBGene00008177,1.042656163,4.048007202,83.39803431,1.82469091619293e-11,1.59166363797887e-10
WBGene00000741,-1.495433942,8.119265763,83.37556176,1.83099206219336e-11,1.59606440656466e-10
WBGene00021281,0.57991553,6.834938114,83.37177227,1.83215824750301e-11,1.59606440656466e-10
WBGene00019780,2.221937396,6.273908833,83.36844044,1.83319265870948e-11,1.59606440656466e-10
WBGene00000992,-1.308452913,5.486657627,83.32320073,1.84718017113015e-11,1.60723239513159e-10
WBGene00003710,0.862903766,4.472169041,83.26700693,1.86500848662028e-11,1.62172614919423e-10
WBGene00013605,-0.838563324,3.932723058,83.1817246,1.8921578768271e-11,1.64425510983126e-10
WBGene00000235,-0.797361767,6.276475562,83.17606939,1.89329114942309e-11,1.64425510983126e-10
WBGene00000033,3.862989662,0.437622857,84.1424893,1.90535630558713e-11,1.65369646271885e-10
WBGene00007352,-0.759826171,8.947767591,83.09712101,1.91854289549824e-11,1.66409869683416e-10
WBGene00010266,-1.125123527,8.25281514,82.85907473,1.9968738371675e-11,1.73095722105408e-10
WBGene00019301,0.455001351,7.175210115,82.84138657,2.00282859687566e-11,1.73503325352856e-10
WBGene00010274,-2.409669611,2.018837416,82.84973081,2.01125460033737e-11,1.74124367024208e-10
WBGene00003716,1.114952994,3.314493224,82.78702166,2.02248787860751e-11,1.74987520889889e-10
WBGene00022267,3.101464755,-0.133907847,82.08658079,2.0296203316324e-11,1.75495011446766e-10
WBGene00016738,1.165812561,3.484072623,82.74912741,2.0352520362861e-11,1.75794490841014e-10
WBGene00021493,1.060341275,2.923844599,82.75044083,2.03562202793088e-11,1.75794490841014e-10
WBGene00001403,0.705684242,4.854487071,82.73616643,2.03877209114776e-11,1.75956828701425e-10
WBGene00008388,2.351262797,0.073343548,83.52202316,2.04596007946843e-11,1.76467241723516e-10
WBGene00004380,1.764218493,2.056400381,82.70533066,2.05568376759726e-11,1.77195591467064e-10
WBGene00015197,1.128724566,3.068855177,82.66220353,2.06586884573352e-11,1.77962781412318e-10
WBGene00010909,-0.880011989,5.13172362,82.62089639,2.07870000744773e-11,1.78956821026513e-10
WBGene00002133,1.556377672,2.735602552,82.61621013,2.08283010516656e-11,1.79201010042032e-10
WBGene00016417,1.315088996,4.855120793,82.58224712,2.09246082155392e-11,1.79917860336219e-10
WBGene00011272,-0.988339323,4.420261728,82.55709296,2.10153535788491e-11,1.80586028395917e-10
WBGene00018934,-0.841407172,6.044214569,82.44054164,2.14284892368298e-11,1.84021967085286e-10
WBGene00008749,-0.823938872,4.651665985,82.37194635,2.16809399504955e-11,1.86074585002641e-10
WBGene00021922,0.829854846,4.891991998,82.32033778,2.18690708046826e-11,1.87572983768708e-10
WBGene00014004,0.915124695,4.491523243,82.3093345,2.19131050448663e-11,1.87834363293e-10
WBGene00016629,-1.430172944,3.259670863,82.27367676,2.20571722361082e-11,1.88952349916246e-10
WBGene00015915,-0.85707129,4.913720853,82.23760047,2.21771125786981e-11,1.89862400148409e-10
WBGene00021813,-0.854226489,5.464307939,82.22324812,2.22302127733998e-11,1.9019944863319e-10
WBGene00000980,1.28974422,3.23752714,82.21266732,2.22854954582302e-11,1.90554742646546e-10
WBGene00011727,1.962125917,2.765933902,82.20844604,2.23165690686778e-11,1.90702723466579e-10
WBGene00017390,3.693298072,0.414859192,82.60177099,2.24797136291143e-11,1.91978417503386e-10
WBGene00021371,1.48045887,4.076844757,82.14859878,2.25197444678872e-11,1.92201787042005e-10
WBGene00017691,-1.949242591,6.414326901,82.14259681,2.25364097388422e-11,1.92225583560617e-10
WBGene00007444,-0.684477708,5.483746545,82.11903222,2.26257082965754e-11,1.92868499276407e-10
WBGene00017119,-0.876091129,7.196772031,82.09364338,2.27228693171047e-11,1.93577605031079e-10
WBGene00000967,-0.905600085,6.023930243,82.06735702,2.28243948482733e-11,1.94322997810868e-10
WBGene00011817,1.886846912,3.116825983,82.06045159,2.28721787311024e-11,1.94610208712058e-10
WBGene00008820,0.93705555,5.771908425,82.04186317,2.29232312542262e-11,1.94873711447856e-10
WBGene00022439,3.836226124,-0.389673377,81.46817415,2.29312842665323e-11,1.94873711447856e-10
WBGene00000872,0.685155548,5.618795996,82.01245333,2.30377765661737e-11,1.95658664006522e-10
WBGene00004458,-0.822087571,8.145832788,82.0070811,2.30584783173083e-11,1.95714486305977e-10
